,title,certification,rating,numStudent,difficulty,link,skills
744,Introduction to Electronics,COURSE,4.7,150k,Mixed,https://www.coursera.org/learn/electronics,TablatureMusic notationGuitar scalesGuitar chordsGuitar
745,Fundamentals of Computer Network Security,SPECIALIZATION,3.9,61k,Intermediate,https://www.coursera.org/specializations/computer-network-security,TablatureMusic notationGuitar scalesGuitar chordsGuitar
746,Financial Markets and Investment Strategy,SPECIALIZATION,4.5,94k,Beginner,https://www.coursera.org/specializations/investment-strategy,Risk ManagementBehavioral FinanceFinancial MarketsInvestmentBond MarketStock Market
747,Building Conversational Experiences with Dialogflow,COURSE,4.4,35k,Beginner,https://www.coursera.org/learn/conversational-experiences-dialogflow,Risk ManagementBehavioral FinanceFinancial MarketsInvestmentBond MarketStock Market
748,Educación Social: Ámbitos de acción y reflexión,COURSE,4.4,35k,Beginner,https://www.coursera.org/learn/educacion-social,Risk ManagementBehavioral FinanceFinancial MarketsInvestmentBond MarketStock Market
749,Competitive Strategy and Organization Design,SPECIALIZATION,4.7,380k,Intermediate,https://www.coursera.org/specializations/competitive-strategy,Organization DesignStrategic ManagementGame TheoryStrategic ThinkingCompetition (Economics)PricingMarketingCompetitivenessBusiness StrategyOrganizational Structure
750,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
751,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
752,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
753,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
754,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
755,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
756,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
757,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
758,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
759,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
760,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
761,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
762,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
763,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
764,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
765,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
766,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
767,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
768,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
769,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
770,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
771,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
772,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
773,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
774,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
775,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
776,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
777,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
778,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
779,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
780,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
781,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
782,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
783,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
784,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
785,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
786,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
787,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
788,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
789,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
790,Social Impact Strategy: Tools for Entrepreneurs and Innovators,COURSE,4.8,27k,Beginner,https://www.coursera.org/learn/social-impact,Market AnalysisBusiness ModelBusiness ModelingSocial Entrepreneurship
791,Instructional Methods in Health Professions Education,COURSE,4.6,12k,Intermediate,https://www.coursera.org/learn/instructional-methods-education,TeachingSimulationInstructional DesignTeaching Method
792,Introduction to G Suite,COURSE,4.7,26k,Beginner,https://www.coursera.org/learn/introduction-g-suite,TeachingSimulationInstructional DesignTeaching Method
793,"Genre : quels enjeux ? Violences, globalisation, biomédecine, sexualités.",COURSE,4.9,6.4k,Beginner,https://www.coursera.org/learn/genre,TeachingSimulationInstructional DesignTeaching Method
794,Introducción a la programación en Python I: Aprendiendo a programar con Python,COURSE,4.4,150k,Beginner,https://www.coursera.org/learn/aprendiendo-programar-python,Computer ProgrammingPython ProgrammingList & LabelProgramming Language
795,Transformation of the Global Food System,COURSE,4.8,7.5k,Beginner,https://www.coursera.org/learn/transformation-global-food-system,Computer ProgrammingPython ProgrammingList & LabelProgramming Language
796,Introduction to Statistics & Data Analysis in Public Health,COURSE,4.7,23k,Beginner,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health,Run basic analyses in RR ProgrammingUnderstand common data distributions and types of variablesFormulate a scientific hypothesis
797,Getting started with TensorFlow 2,COURSE,4.9,13k,Intermediate,https://www.coursera.org/learn/getting-started-with-tensor-flow2,Run basic analyses in RR ProgrammingUnderstand common data distributions and types of variablesFormulate a scientific hypothesis
798,Auditing I: Conceptual Foundations of Auditing,COURSE,4.7,19k,Mixed,https://www.coursera.org/learn/auditing-part1-conceptual-foundations,Run basic analyses in RR ProgrammingUnderstand common data distributions and types of variablesFormulate a scientific hypothesis
799,Architecting with Google Compute Engine 日本語版,SPECIALIZATION,4.5,5.9k,Intermediate,https://www.coursera.org/specializations/gcp-architecture-jp,Google Compute EngineGoogle App Engine (GAE)Google Cloud PlatformCloud ComputingVirtual MachineNetwork ArchitectureLoad BalancingVirtual Private Network (VPN)Autoscaling
800,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
801,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
802,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
803,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
804,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
805,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
806,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
807,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
808,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
809,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
810,Chicken Behaviour and Welfare,COURSE,4.8,23k,Mixed,https://www.coursera.org/learn/chickens,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
811,Искусство ведения бизнеса,SPECIALIZATION,4.6,17k,Beginner,https://www.coursera.org/specializations/iskusstvo-vedeniya-biznesa,Bitcoin NetworkPeercoinCorner SolutionLeadership And ManagementVideo ConferencingTest EquipmentData AggregationWireless Telecommunications
812,Python Programming: A Concise Introduction,COURSE,4.6,140k,Beginner,https://www.coursera.org/learn/python-programming-introduction,Python Syntax And SemanticsPython LibrariesComputer ProgrammingPython Programming
813,Negociación exitosa: Estrategias y habilidades esenciales (en español),COURSE,4.8,130k,Mixed,https://www.coursera.org/learn/negociacion,CommunicationNegotiationPlanningDecision Tree
814,COVID-19: What You Need to Know (CME Eligible),COURSE,4.8,86k,Beginner,https://www.coursera.org/learn/covid-19-what-you-need-to-know,CommunicationNegotiationPlanningDecision Tree
815,Industrial IoT on Google Cloud Platform,COURSE,4.5,62k,Beginner,https://www.coursera.org/learn/iiot-google-cloud-platform,BigqueryInternet Of Things (IOT)Cloud ComputingCommunications Protocol
816,Building Batch Data Pipelines on GCP,COURSE,4.5,21k,Intermediate,https://www.coursera.org/learn/batch-data-pipelines-gcp,BigqueryInternet Of Things (IOT)Cloud ComputingCommunications Protocol
817,Introduction to Economic Theories,COURSE,4.4,36k,Beginner,https://www.coursera.org/learn/intro-economic-theories,BigqueryInternet Of Things (IOT)Cloud ComputingCommunications Protocol
818,Blockchain: Foundations and Use Cases,COURSE,4.7,37k,Beginner,https://www.coursera.org/learn/blockchain-foundations-and-use-cases,BigqueryInternet Of Things (IOT)Cloud ComputingCommunications Protocol
819,Biology Meets Programming: Bioinformatics for Beginners,COURSE,4.3,110k,Beginner,https://www.coursera.org/learn/bioinformatics,BioinformaticsBioinformatics AlgorithmsBiologyPython Programming
820,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
821,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
822,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
823,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
824,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
825,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
826,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
827,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
828,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
829,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
830,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
831,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
832,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
833,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
834,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
835,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
836,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
837,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
838,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
839,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
840,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
841,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
842,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
843,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
844,IBM Data Analyst,PROFESSIONAL CERTIFICATE,4.6,380k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,Microsoft ExcelPython ProgrammingData AnalysisSQLIBM Cognos AnalyticsData ScienceSpreadsheetPivot TableData Visualization (DataViz)DashboardPandasNumpy
845,Python for Everybody,SPECIALIZATION,4.8,2.2m,Beginner,https://www.coursera.org/specializations/python,JsonXmlPython ProgrammingDatabase (DBMS)Python Syntax And SemanticsBasic Programming LanguageComputer ProgrammingData StructureTupleWeb ScrapingSqliteSQL
846,Machine Learning,COURSE,4.9,3.7m,Mixed,https://www.coursera.org/learn/machine-learning,Logistic RegressionArtificial Neural NetworkMachine Learning (ML) AlgorithmsMachine Learning
847,Data Science Fundamentals with Python and SQL,SPECIALIZATION,4.6,360k,Beginner,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,Data SciencePython ProgrammingJupyter NotebookStatisticsSQLData AnalysisPandasNumpyProbability And StatisticsRegression AnalysisData Visualization (DataViz)Statistical Hypothesis Testing
848,Key Technologies for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/key-technologies-for-business,Data ScienceArtificial Intelligence (AI)BusinessCloud ComputingtechnologyHybrid MulticludCloud NativeDevopsIaas PaaS SaasDeep LearningJobsMachine Learning
849,IBM AI Foundations for Business,SPECIALIZATION,4.7,460k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,Data ScienceArtificial Intelligence (AI)Information Technology (IT) ArchitectureData ArchitectureLeadershipDeep LearningJobsMachine LearningManagementAnalyticsInnovation
850,Google IT Support,PROFESSIONAL CERTIFICATE,4.8,700k,Beginner,https://www.coursera.org/professional-certificates/google-it-support,DebuggingEncryption Algorithms and TechniquesCustomer ServiceNetwork ProtocolsCloud ComputingBinary CodeCustomer SupportLinuxTroubleshootingDomain Name System (DNS)Ipv4Network Model
851,IBM Data Science,PROFESSIONAL CERTIFICATE,4.6,670k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,Data ScienceStatistical AnalysisMachine LearningPython ProgrammingBusiness IntelligenceData AnalysisPandasNumpyCloud DatabasesIpythonRelational Database Management System (RDBMS)SQL
852,Deep Learning,SPECIALIZATION,4.8,950k,Intermediate,https://www.coursera.org/specializations/deep-learning,TensorflowConvolutional Neural NetworkArtificial Neural NetworkDeep LearningBackpropagationPython ProgrammingHyperparameterHyperparameter OptimizationMachine LearningInductive TransferMulti-Task LearningFacial Recognition System
853,Introduction to Data Science,SPECIALIZATION,4.6,440k,Beginner,https://www.coursera.org/specializations/introduction-data-science,Data ScienceRelational Database Management System (RDBMS)Cloud DatabasesPython ProgrammingSQLIpython
