Job ID,Date,Company Name,Post,Location,Description,Level,Type,Function,Industry
2307613043,2020-11-13,Procom,Senior Business Analyst - Winnipeg,"Winnipeg, Manitoba, Canada","Senior Business Analyst  On behalf of our client, Procom are looking for a Senior Business Analyst with Office 365 migration experience for a 5 to 6 month project with the possibility of extension.    Senior Business Analyst to assist with key tasks in an Office 365 migration project, which consists of a Microsoft 365 tenant merge and email migration.          As this is a role that requires both analyst and technical skills to be successful, attributes that are highly desirable in this M365 Senior Business Analyst role are as follows  Prior experience with one or more of the following is required:  Prior experience with one or more of the following are additional assets for consideration:    24th November 2020    Remote    5 to 6 months",Associate,Contract,Business DevelopmentSales,Information Technology and ServicesComputer SoftwareFinancial Services
2307334383,2020-11-13,BonLook,eCommerce Manager,"Montréal-Est, Quebec, Canada","Are you ready to learn, face new challenges, and contribute to the continual growth and success of a young, dynamic, Montreal-born-and-based company? Have you ever experienced what sort of impact your work can have on 40 stores across Canada and thousands of online shoppers? If you are passionate by eCommerce and data and what to take on the challenge of bringing BonLook’s website to another level we want to hear from you!  Reporting to the Digital & Business Intelligence Director, the eCommerce Analyst will be responsible for leading the strategy and execution of BonLook’s growing ecommerce business across the Canada & US.    Test website improvement ideas   Report website performance   Plan and coordinate website feature changes",Associate,Full-time,ManagementManufacturing,Apparel & FashionInternetRetail
2307194260,2020-11-13,Canada Life Assurance Company,"Senior Business Analyst, Creditor Financial Services","Toronto, Ontario, Canada","We are Canada Life  Being a part of Canada Life means you have a voice. This is a place where your unique background, perspectives and talents are valued, and shape our future success.  You can be your best here. You’re part of a diverse and inclusive workplace where your career and well-being are championed. You’ll have the opportunity to excel in your way, finding new and better ways to deliver exceptional customer and advisor experiences.  Together, as part of a great team, you’ll deliver on our shared purpose to improve the well-being of Canadians. It’s our driving force. Become part of a strong and successful company that’s trusted by millions of Canadians to do the right thing.    Be your best at Canada Life.  We are looking for a  This position is responsible for supporting the internal and external reporting requirements for Creditor and Direct Marketing Insurance.",Associate,Full-time,Business DevelopmentSales,Information Technology and ServicesInsuranceFinancial Services
2307071282,2020-11-13,Randstad Canada,Business Analyst (Knowledge Base Specialist) - 1669 ,"Montreal, Quebec, Canada","IT Business Analyst (Knowledge Base Specialist) Duration: 1 year Openings: 1  Job Description  As a Knowledge Base Specialist, you will be in charge of gathering information from multiple stakeholders within our client's organization to create internal and public facing self-help content for new digital products. You will be responsible for the maintenance of the knowledge by staying in sync with multiple product team and making sure the content in accurate, up-to-date and helpful for our users. Your expertise will use to inform decisions on standards definition, knowledge strategy and best practices for the organisation. You will conduct ongoing analysis of the effectiveness of the new knowledge by observing its usage and evaluate its impact.",Associate,Full-time,Business DevelopmentSales,Logistics and Supply ChainHuman ResourcesReal Estate
2307067751,2020-11-13,Randstad Canada,Architecte de données ,"Montreal, Quebec, Canada","The Wealth Management and Brokerage Operations sector is currently looking for a Senior Data Architect Consultant. Reporting to the Senior Director of Data & Analytics, you will act as a professional reference in your field of activity and offer expertise and advice to stakeholders in the application of the related principles. In addition, you will influence the decisions and strategic directions of the sector by offering expertise in the field of data to ensure optimal positioning.    &#61485; Bring significant technical and specialized expertise in several data-oriented areas both at the level of integration, databases, models, governance and processes &#61485; Ensure that the logical design of databases meets requirements including data volume, frequency and long-term data growth. &#61485; Determine cross-application data standards, data distribution standards and debugging strategies. &#61485; Guide technological solutions by meeting business needs and align solutions according to company orientations &#61485; Ensure a leadership role in the implementation of best business practices for the data domain. &#61485; Define and / or validate the technical, functional and impact aspects of the solution to ensure compliance with business needs and Bank standards. &#61485; Create various data architecture documents in collaboration with various project teams. &#61485; Work jointly with enterprise architects in order to evaluate technological solutions. &#61485; Follow up on technological issues with the project manager and propose mitigation measures. &#61485; Participate in different cost evaluations    &#61485; Excellent ability to analyze data flows and inter-system impacts &#61485; Experience in the role of senior data architect in the delivery of several large-scale projects &#61485; Recognized expertise as a senior data architect in the following areas: 3FN, dimensional, hierarchical, XML, DWH, etc. &#61485; Experience in the design of APIs &#61485; Experience in defining strategies and technological positioning &#61485; Experience in data architecture of at least 5 years &#61485; Knowledge of the brokerage or financial field (focus data) and of the technologies and systems used in the brokerage sector (Distribution, Manufacture, Issuance, Front / Middle / Back office) is a considerable asset &#61485; Knowledge of brokerage regulations (IIROC / ACCFM, IIROC / MFDA) is an asset &#61485; Experience working with different stakeholders (business analyst, functional analyst, solution architect, technology architect, application designer), in order to define data requirements and structure. &#61485; Good knowledge of PowerDesigner data modeling tools or equivalent. &#61485; Expertise in solution and cost evaluation &#61485; Excellent ability to popularize technical information &#61485; Ability to produce operable architectures that meet both the needs of the reality of the business line and the orientations of the company  Bilingual (spoken and written) - English and French. The candidate can be unilingual (English only) but must also understand French without knowing how to speak this language.  Given the current situation, the candidate will be teleworking (100%). However, in normal times there is the possibility of teleworking (to be approved with the manager).  Possibility of extension because there are many projects in this department.",Associate,Full-time,Business DevelopmentSales,Logistics and Supply ChainHuman ResourcesReal Estate
2277132191,2020-11-13,Loblaw Companies Limited,"Analyst, Business Intelligence","Brampton, Ontario, Canada","Location: 1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5 The decision to join a company is a big one. We have opportunities for hard working, energetic and reliable people just like you.    Are you at the top of your game? Bring your expertise and knowledge to Canada’s largest retailer. We are looking for smart, nice and curious team members to help bring our Data & Analytics game to the next level. This is an exciting time to join our team – we are changing the game in a big way!  If you are looking to join a company that offers unlimited opportunity, excellent leadership, world-class training and makes a big impact on the community – this is the role you’ve been waiting for!  The Data & Analytics team at Loblaw is hiring an reporting to the . The incumbent will work closely with process stakeholders and consumers, addressing business gaps through technology related solutions. Strong skills in system development lifecycle, frameworks, and governance is required. The incumbent will collaborate with technical resources, varying from administrators to developers, in a Centre of Excellence model to deliver value-add solutions.  The candidate will be a self-starter who has a passion for working with big data and effectively communicating the value of their analysis to the business.          We are a team of diverse and ambitious analysts, who cultivate a friendly and inclusive work environment where you can be yourself. Our employees’ development is at the core of our business, offering endless possibilities for growth, learning and mobility.    If the above sounds like a great fit, then we would love to hear from you! Apply today, and get the process started. If you meet the above requirements, expect a call from one of our recruiters, followed by an in-person interview. Our recruitment process will allow you to meet and interact with colleagues at various levels of our business to give you a great perspective of life at Loblaw.      At Loblaw, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections.  If that sounds like you, and you are open-minded, responsive to change and up to the challenges provided in a fast-paced retail environment, apply today.  In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us.    Full time    Regular    Loblaw recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired.",Associate,Full-time,Business DevelopmentSales,Logistics and Supply ChainConsumer GoodsRetail
2277127866,2020-11-13,Loblaw Companies Limited,"Senior Analyst, Business Intelligence","Brampton, Ontario, Canada","Location: 1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5 The decision to join a company is a big one. We have opportunities for hard working, energetic and reliable people just like you.    Are you at the top of your game? Bring your expertise and knowledge to Canada’s largest retailer. We are looking for smart, nice and curious team members to help bring our Data & Analytics game to the next level. This is an exciting time to join our team – we are changing the game in a big way!  If you are looking to join a company that offers unlimited opportunity, excellent leadership, world-class training and makes a big impact on the community – this is the role you’ve been waiting for!  The Data & Analytics team at Loblaw is hiring a reporting to the . The incumbent will be responsible for preparing data and uncovering insights, which can be clearly represented to the business in engaging BI visualizations.  The successful candidate will use advanced techniques for analyzing data, will build and maintain collaborative relationships with business partners, leaders and work with cross functional teams. The candidate will be a self-starter who has a passion for working with big data and effectively communicating the value of their analysis to the business.          We are a team of diverse and ambitious analysts, who cultivate a friendly and inclusive work environment where you can be yourself. Our employees’ development is at the core of our business, offering endless possibilities for growth, learning and mobility.    If the above sounds like a great fit, then we would love to hear from you! Apply today, and get the process started. If you meet the above requirements, expect a call from one of our recruiters, followed by an in-person interview. Our recruitment process will allow you to meet and interact with colleagues at various levels of our business to give you a great perspective of life at Loblaw.      At Loblaw, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections.  If that sounds like you, and you are open-minded, responsive to change and up to the challenges provided in a fast-paced retail environment, apply today.  In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us.    Full time    Regular    Loblaw recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired.",Associate,Full-time,Business DevelopmentSales,Logistics and Supply ChainConsumer GoodsRetail
2277126221,2020-11-13,OMERS,"Senior Data Analyst, Global Investments","Toronto, Ontario, Canada","Why join us? Are you looking to join a dynamic pension plan that embodies the strong values of its 500,000 members and is an industry leading global investor? If so, we would love to tell you our story. At OMERS we put our people first and are proud to embrace the diversity of thought and leadership that comes from having locations in Toronto, London, New York, Singapore, Sydney and other major cities across North America and Europe. Our culture is truly one of a kind. We get stuff done, and have fun doing it! We take great pride in contributing to the communities where we live with an ever-constant eye to the global investment markets. As a key member of the Global Investments IT team, the role of Senior Data Analyst is instrumental in enhancing data & analytics capabilities by championing industry best practices and delivering high quality datasets, reports, and training to enhance business decision making. You will develop Power BI datasets and reports to support OMERS investment entities, deliver training workshops to promote data culture, and maintain a healthy business relationship to assist in meeting business demands. You will also support and collaborate with data engineers, data scientists and investment professionals and engage in technical support, research and knowledge sharing through the implementation lifecycle of projects and solutions. This role is accountable for ensuring that all projects, solutions and platforms align with and support overall enterprise Data & Technology strategy & goals, and adhere to company policies, industry standards and best practices.  When you work for us, you could have access to a pension for life with the OMERS defined benefit plan. Click the badge to see if you are eligible and to find out more.          Founded in 1962, OMERS is one of Canada’s largest defined benefit pension plans, with $109 billion in net assets as at December 31, 2019. OMERS is a jointly-sponsored pension plan, with 1,000 participating employers ranging from large cities to local agencies, and over half a million active, deferred and retired members. OMERS members include union and non-union employees of municipalities, school boards, local boards, transit systems, electrical utilities, emergency services and children’s aid societies across Ontario. Contributions to the Plan are funded equally by members and employers. OMERS teams work in Toronto, London, New York, Amsterdam, Luxembourg, Singapore, Sydney and other major cities across North America and Europe – serving members and employers and originating and managing a diversified portfolio of high-quality investments in public markets, private equity, infrastructure and real estate. OMERS is committed to having a workforce that reflects the communities in which we live and work. We are an equal opportunity employer committed to a barrier-free recruitment and selection process. At OMERS inclusion and diversity means belonging. How we create a sense of belonging is through our employees and our vast network of Employee Resource Groups. Whether you are passionate about gender, pride, or visible minorities, we have groups that are focused on making a difference in all of our lives.",Not Applicable,Full-time,Project ManagementQuality AssuranceInformation Technology,Financial Services
2306885102,2020-11-13,Canada Life Assurance Company,"Senior Business Analyst, Creditor Financial Services ","Toronto, Ontario, Canada","We are Canada Life  Being a part of Canada Life means you have a voice. This is a place where your unique background, perspectives and talents are valued, and shape our future success.  You can be your best here. You’re part of a diverse and inclusive workplace where your career and well-being are championed. You’ll have the opportunity to excel in your way, finding new and better ways to deliver exceptional customer and advisor experiences.  Together, as part of a great team, you’ll deliver on our shared purpose to improve the well-being of Canadians. It’s our driving force. Become part of a strong and successful company that’s trusted by millions of Canadians to do the right thing.    Be your best at Canada Life.  We are looking for a  This position is responsible for supporting the internal and external reporting requirements for Creditor and Direct Marketing Insurance.         Canada Life serves the financial security needs of more than 13 million people across Canada, with additional operations in Europe and the United States. As members of the Power Financial Corporation group of companies, we’re one of Canada’s leading insurers with interests in life insurance, health insurance, investment and retirement savings. We offer a broad portfolio of financial and benefit plan solutions for individuals, families, businesses and organizations.    We are committed to providing an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of the communities in which we live, and to creating an environment where every employee  has the opportunity to  reach their potential.",Not Applicable,Full-time,Business DevelopmentSales,Financial ServicesInsurance
2306856549,2020-11-13,Element Fleet Management,"Senior Analyst, Total Rewards","Toronto, Ontario, Canada","Senior Analyst, Total Rewards  Toronto Get started on an exciting career at Element! Element employees make a difference in the lives of others every day. We are re-defining the fleet management industry to be people first, then business – delivering on our promise of a superior client experience. This takes hard work and innovation, and we need more like-minded people on our team.    We are looking for a who will play a critical role providing value add, detailed analysis and insights to ensure alignment with our pay for performance compensation philosophy.    As the you will work closely with other Total Rewards professionals and HR colleagues to conduct market surveys, engineer tools and materials to train employees on compensation related topics and administer pay for performance programs.            Applicants will be required to undergo a background check only if and after a conditional offer of employment has been extended.        Posted 12 Days Ago Full time R100341  Element Fleet Management is the global leader in the fleet management industry, providing a full suite of customized services and consulting for our clients with commercial vehicle fleets. We offer our clients everything from streamlined vehicle purchasing and technology solutions to personalized driver safety resources. We simplify fleet management so that our clients are free to achieve their business goals, knowing that their vehicles are in good hands.",Associate,Full-time,ResearchAnalystInformation Technology,Information Technology and ServicesAutomotiveFinancial Services
2306807416,2020-11-13,Yellow Pages / Pages Jaunes – Canada,Analyste Sénior - Rapport de donnée,"Montréal-Est, Quebec, Canada","Des collègues que vous allez adorer. Un lieu de travail dynamique et collaboratif et une opportunité unique de contribuer à notre histoire. Un accès à plus de 6 000 cours gratuits pour favoriser votre développement continu et votre évolution de carrière. Des avantages sociaux complets dès le premier jour.  C’est ça, travailler #ChezPJ !    Envie de contribuer au développement et à la prospérité des petites et moyennes entreprises locales ? Bienvenue chez Pages Jaunes ! Partenaire Google Premium et partenaire marketing Facebook, Pages Jaunes est un leader incontournable de la visibilité numérique pour les compagnies partout au Canada.  L'Analyste Sénior - Rapports de données sera chargé de produire et d'améliorer les rapports de vente de l'entreprise et de fournir des services analytiques aux départements des ventes, du marketing et des finances.  Le candidat devra devenir un expert en matière de données sur les ventes et les opérations de l'entreprise ; il devra être très à l'aise pour extraire les données à l'aide de SQL, avoir un esprit critique et être capable de tirer des conclusions à partir de ces données. Il/elle aura également la capacité de communiquer avec des clients internes et d'autres groupes afin de répondre aux demandes de renseignements, aux enquêtes et aux projets spéciaux.                Vous êtes prêt à rejoindre l’aventure Pages Jaunes en tant qu'Analyste Sénior - Rapports de données et contribuer au développement des compagnies locales ? Faites-nous parvenir votre candidature dès maintenant et rejoignez notre prochain groupe de formation.    Nous sommes sur le marché depuis 1908 et nous continuons à nous transformer pour offrir les meilleurs produits et services à nos plus de 229 000 clients. Nous favorisons les relations d'affaires entre les petites et moyennes entreprises canadiennes et leurs clients potentiels. Nous le faisons en créant des solutions de marketing et de médias numériques adaptées aux réalités locales et conçues avec le souci de satisfaire ces deux clientèles. Plus de 73% de notre revenu est généré par nos solutions numériques.",Associate,Full-time,Information Technology,Marketing and AdvertisingOnline MediaInternet
2273040175,2020-11-13,J.D. Power,Consumer Insights Analyst (Financial Services & Insurance),"London, Ontario, Canada","Title: Analyst, Consumer Insights  Location: London, Ontario, Canada  Reports to: Director, Consumer Insights    The Consumer Insights Analyst develops the analytics and data insights for J.D. Power’s customer satisfaction survey research-based business. Primary duties include analysis and interpretation of survey data, writing/developing presentations that provide consumer insights that help our clients improve their business. The Analyst will work with a team of Consumer Insights experts and partner with business units from specific industries (e.g., auto, telecom, financial services, insurance, etc.).    The Consumer Insights Analyst will be part of a team of twenty-five Consumer Insights Analysts. The Analyst will be a self-starter who can work without close supervision and with other departments within the company’s matrix environment. This individual will analyze survey data to help clients improve customer satisfaction and help companies drive business results. Also, they will create white papers and other thought leadership pieces, as well as design client presentation material in collaboration with practice leads.          Growth opportunities for the Consumer Insights Analyst are significant, both within the Research Science division as well as the overall J.D. Power organization. We have a strong desire to promote from within the company; the right individual has numerous avenues to pursue a long career with J.D. Power. This role also gives the opportunity to interface with clients across a wide variety of industries and from technical to C-suite levels within those organizations.    “I’m looking for a critical thinker who is comfortable managing and analyzing complex data sets. The preferred candidate has strong data software capabilities (especially SPSS), some project management capabilities, and be able to work with internal and external (client) teams. The individual will also be able to work with survey data to uncover insights and trends and use this information to create data-based stories that provide clients with ideas about how to improve their operations and increase customer satisfaction. They will be able to see beyond the numbers and provide useful advice about how to help clients make better decisions to grow their business.”  is a global leader in consumer insights, data, analytics, and advisory services that helps clients drive growth and profitability. The company’s industry benchmarks and reputation for independence and integrity have established it as one of the world’s most well-known and trusted brands.  Truth that Transforms: At J.D. Power, we amplify the voice of the consumer, and help brands improve the value of their products and services. Our capabilities empower everyone in the global commerce ecosystem, enabling better purchase decisions – and better business results. We understand that the customer experience is vital and that simply measuring it is not enough. Our analysts focus on driving results that improve customer loyalty and advocacy. Our success is driven by how much we help companies improve the customer experience. But data is only as powerful as the analysis and insights tied to it—and we put that power in the hands of our clients through our interactive reporting platforms. The data, analytics, insights, best practices, and action plans clients need are available whenever and wherever they need them, to help them make data-driven decisions that will improve their customer experience and drive positive financial results.",Associate,Full-time,Business DevelopmentSales,Market ResearchManagement ConsultingInformation Technology and Services
2273036348,2020-11-13,J.D. Power,Consumer Insights Analyst (TMT),"London, Ontario, Canada","Title: Analyst, Consumer Insights  Location: London, Ontario, Canada  Reports to: Director, Consumer Insights    The Consumer Insights Analyst develops the analytics and data insights for J.D. Power’s customer satisfaction survey research-based business. Primary duties include analysis and interpretation of survey data, writing/developing presentations that provide consumer insights that help our clients improve their business. The Analyst will work with a team of Consumer Insights experts and partner with business units from specific industries (e.g., auto, telecom, financial services, insurance, etc.).    The Consumer Insights Analyst will be part of a team of twenty-five Consumer Insights Analysts. The Analyst will be a self-starter who can work without close supervision and with other departments within the company’s matrix environment. This individual will analyze survey data to help clients improve customer satisfaction and help companies drive business results. Also, they will create white papers and other thought leadership pieces, as well as design client presentation material in collaboration with practice leads.          Growth opportunities for the Consumer Insights Analyst are significant, both within the Research Science division as well as the overall J.D. Power organization. We have a strong desire to promote from within the company; the right individual has numerous avenues to pursue a long career with J.D. Power. This role also gives the opportunity to interface with clients across a wide variety of industries and from technical to C-suite levels within those organizations.    “I’m looking for a critical thinker who is comfortable managing and analyzing complex data sets. The preferred candidate has strong data software capabilities (especially SPSS), some project management capabilities, and be able to work with internal and external (client) teams. The individual will also be able to work with survey data to uncover insights and trends and use this information to create data-based stories that provide clients with ideas about how to improve their operations and increase customer satisfaction. They will be able to see beyond the numbers and provide useful advice about how to help clients make better decisions to grow their business.”  is a global leader in consumer insights, data, analytics, and advisory services that helps clients drive growth and profitability. The company’s industry benchmarks and reputation for independence and integrity have established it as one of the world’s most well-known and trusted brands.  Truth that Transforms: At J.D. Power, we amplify the voice of the consumer, and help brands improve the value of their products and services. Our capabilities empower everyone in the global commerce ecosystem, enabling better purchase decisions – and better business results. We understand that the customer experience is vital and that simply measuring it is not enough. Our analysts focus on driving results that improve customer loyalty and advocacy. Our success is driven by how much we help companies improve the customer experience. But data is only as powerful as the analysis and insights tied to it—and we put that power in the hands of our clients through our interactive reporting platforms. The data, analytics, insights, best practices, and action plans clients need are available whenever and wherever they need them, to help them make data-driven decisions that will improve their customer experience and drive positive financial results.",Associate,Full-time,Business DevelopmentSales,Market ResearchManagement ConsultingInformation Technology and Services
2277101431,2020-11-13,Intact,"Analyst/Senior Analyst, Intact Ventures","Montréal-Ouest, Quebec, Canada","About Intact Ventures  Intact Ventures is a leading venture capital fund focused on making direct investments into world-class start-ups in the areas of fintech, insurtech, mobility, big data, and artificial intelligence. With $400m managed across two funds, Intact Ventures primarily invests directly into young companies at the Series A or Series B stage. We also have a fund-of-fund strategy where we allocate capital to some of the top venture investors across the world.  We are the venture arm of Intact Financial Corporation, Canada’s leading P&C insurer. For more details on our fund and our portfolio, please visit www.intactventures.com    At Intact, insurance is not about things. It’s about people. It’s what we believe, and it shapes everything we do. It’s why we strive to provide a second-to-none experience for our customers and create an inspiring workplace for our employees to thrive in.  As Canada’s largest provider of property and casualty insurance, we’re not only leading our industry, but we’re redefining what it means to work for it. As a recognized top employer, we’re committed to living our values and supporting our dedicated people who bring their best to work each day because they know their work matters.  Your Job  We’re looking for an to join our growing team!  In this role, you will be a key member of our investment team, leading much of our efforts in sourcing, executing due diligence, and managing new investments. Analysts and Sr. Analysts operate with a high degree of autonomy and are expected to develop their own investment theses and find the best possible investment opportunities in such areas. In this role, you will report directly to our Investment Director and will be joining a small team where you will have opportunity to drive significant impact for the fund and overall organization.     Your Skills        Closing Statement    At Intact, our value of Respect is founded on seeing diversity as a strength, being inclusive and fostering collaboration. We value diversity and strive to create an inclusive, accessible workplace where all individuals feel valued, respected and heard.  If we can provide a specific adjustment to make the recruitment process more accessible for you, please advise the Talent Acquisition partner who reaches out about the job opportunity and they will work with you to meet your needs.    As an employer and publicly traded financial services company, the best interests of our customers, employees and shareholders are important to us. We want Intact to be a great place to work! This means that internal and external candidates will be asked to consent to background checks so we can learn more about you. Please note that for positions with access to financial data or funds, your credit must be in good standing.    For internal candidates, you can apply for a posted position if you have been in your current position for at least 12 months and are performing at a satisfactory level. Please note we may have identified other internal candidates through our Employee Development Program, and that the selection process may also be opened to external applicants.    It’s important that you are legally eligible to work in Canada at the time an offer of employment is made. You may be requested to provide proof of eligibility at that time.      Referral Bonus  This role is eligible for employee referral bonus. #myReferrals3000  Indeed Sponsored",Associate,Full-time,FinanceAnalystAccounting/Auditing,InsuranceFinancial ServicesVenture Capital & Private Equity
2273034011,2020-11-13,Canada Mortgage and Housing Corporation (CMHC) Société canadienne d&#39;hypothèques et de logement(SCHL),"Senior Analyst, Information Business Systems","Ottawa, Ontario, Canada","Sector: Client Operations  Language Designation: English Essential  Language Skill Levels (Read/Write/Speak): ZZZ  $64465.23 to $80581.54  Temporary Full Time   Canada Mortgage and Housing Corporation (CMHC) exists for a single reason: to make housing affordable for everyone in Canada. We’re mobilizing the expertise and energy of governments, non-profits, lenders, developers, social entrepreneurs and co-ops to create the future of housing. At CMHC, we believe that everyone in Canada should have a place to call home.    At CMHC, we trust you to get the job done. We’ve shifted from managing people to managing work. Each employee is 100% autonomous and 100% accountable. You can choose where you need to be and when you need to be there to meet your objectives. You’re in control of your time and are trusted to make the right decisions.  This position reports to the Procedures team in our Office of the SVP, Client Operations sector. This sector makes housing affordability solutions easy.    We’re constantly evolving to build an inclusive housing system through research, design, innovation and partnerships. You will help to provide the delivery of services and products to internal clients, through effective system and procedure analysis and design. You will support both the Governance and Systems team for Dynamics 365 Client Relationship Management (D365 CRM). For example, you will be responsible for assisting the development, implementation and application of a consistent approach to security access roles and segregation of duties, and various other operational issues. This will help us make housing affordable for everyone in Canada.       Click the “apply now” button and create an account (it should take about 30 seconds). We’re excited to hear from you!  Note, the competition may remain active until filled.  5109  Ottawa (ON)    Reliability Status  Occasional  We sincerely thank all candidates for their interest, however, please note that only those applicants selected for further consideration will be contacted.   CMHC is an employer that values diversity and encourages the learning and use of both Canada's official languages. CMHC is committed to employment equity and actively encourages application from women, Indigenous people, persons with disabilities and visible minorities",Associate,Full-time,Information Technology,BankingGovernment AdministrationFinancial Services
2306737543,2020-11-13,Trans Mountain,Pipeline Integrity Data Analyst (Term role),"Calgary, Alberta, Canada","As Pipeline Integrity Data Analyst with Trans Mountain, you’ll have the opportunity to work with a progressive and fast-paced group of experts. This position is based in our Calgary Head Office. The Pipeline Integrity Data Analyst will aid the Senior Integrity Engineer in data capture, processing, management, and output into risk software applications. The candidate will maintain quality control assessments of GIS risk data and apply fixes where applicable. The candidate is expected to complete tasks with a focus on the highest standards of health, safety, and integrity. Liaison and collaboration with various technicians, field operations and engineers demand a positive attitude and strong communication skills from prospective candidates.             Our story is about determination, resourcefulness and resilience. It’s about charting our own course, finding innovative solutions to challenging problems and doing the right thing. It was true when Trans Mountain became a company in 1951 and it’s just as true today. We welcome new members to our team that embrace the qualities in our story, that thrive on the new path and directions we take. Our culture is one of care and taking our responsibilities seriously. If you would like to contribute to our culture, then join our journey.     In keeping with Trans Mountain’s commitment to maximize benefits for communities, priority will be given to qualified candidates from Indigenous, local and regional communities along the Trans Mountain existing, and expansion, pipeline corridor.    Trans Mountain is committed to supporting diversity and individual differences. The diverse viewpoints and cultural knowledge that our employees bring to work enrich our organization’s collective cultural understanding, which is reflected in the work we do every day. Trans Mountain welcomes new team members from traditionally underrepresented groups, including women, Indigenous Peoples, members of visible minorities and persons with disabilities.",Entry level,Contract,Other,ConstructionOil & EnergyFinancial Services
2273020743,2020-11-13,Canadian Tire Corporation,"Business Analyst, Strategic Projects","Ontario, Canada","Help us boldly shape retail in Canada  Canadian Tire Corporation’s (CTC) rich heritage of serving Canadians from coast-to-coast dates back to 1922. Our vision is to become the #1 retail brand in Canada and we are focused on innovating and making important investments in our business, especially when it comes to our people. To reach our goal, we need the best talent to help us evolve and drive change across the business – and boldly help shape Canada’s retail industry. As we strive to be at the forefront of a complex and vastly changing retail industry, it is an exciting time to join the Canadian Tire family of companies.  The Business Analyst is responsible for analyzing data to indicate trends and identify issues to increase operations outputs and increase efficiencies. This position will provide you with the opportunity to apply your expert analytical skills using industry standard tools to conduct various levels and areas of analyses. You will be a key member of our very select Project team working on large strategic initiatives, as well as continuous improvement initiatives across all Canadian Tire Supply Chain banners. You will have the opportunity to learn and develop your knowledge and skills in several areas including Project and Change Management planning and implementation.          In addition to submitting your application for this role, please visit this link to complete an initial screening questionnaire.    Canadian Tire and its family of companies are boldly shaping retail in Canada and we continue to deliver a positive experience for our customers. As one of the most trusted brands in Canada, our employees take pride in the work we do across the country. It’s more than the iconic triangle that keeps our employees around. From benefits and perks, to learning and development opportunities, to our commitment to Jumpstart – these are some of the many reasons why Canadian Tire Corporation is one of Canada’s Best Managed Companies .  To learn more about this team and the Canadian Tire family of companies follow us on LinkedIn .  Ontario-Brampton  Permanent  Full-time    Nov 12, 2020, 2:50:21 PM",Associate,Full-time,Business DevelopmentSales,Retail
2274680941,2020-11-13,BMO Financial Group,"Senior Analyst, Corporate Funding","Toronto, Ontario, Canada","Address  100 King Street West  Job Family Group  Data Analytics & Reporting Under the direction of the Director, Corporate Funding this position supports the development and execution of the Bank’s capital market funding activities encompassing an annual program of $25-$30B/yr. This includes preparing and maintaining analysis on funding options, market conditions and position against limits, helping to ensure Senior Managers’ decisions are well informed and supporting the ticketing of the funding deals and other internal tickets on a daily basis. In addition, this role supports the completion of key governance, reporting, invoicing and compliance activities for the team. This job provides a key support function to the corporate funding and securitization activities that are significant in the context of the Bank’s balance sheet and P&L.  Consults on analytical solutions to understand, analyze, and synthesize requirements, goals and objectives relative to data and business intelligence needs and to enable high-quality, fact-based business decisions to drive better business outcomes. Provides advice on the configuration, functionality, applicability, and usability of data management, data analytics, and data visualization technology solutions. Supports the development of the strategy and roadmap for data quality and data analytics, data modeling, reporting, business intelligence, and the design and development of sophisticated decision support tools.     At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.  As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.  To find out more visit us at https://bmocareers.com .  BMO is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter.",Not Applicable,Full-time,FinanceSales,BankingFinancial Services
