,Title,Location,Description
524,"Senior Analyst, Credit Risk - Canadian Tire Corporation","Ontario, Canada","Help us boldly shape retail in Canada  Canadian Tire Corporation’s (CTC) rich heritage of serving Canadians from coast-to-coast dates back to 1922. Our vision is to become the #1 retail brand in Canada and we are focused on innovating and making important investments in our business, especially when it comes to our people. To reach our goal, we need the best talent to help us evolve and drive change across the business – and boldly help shape Canada’s retail industry. As we strive to be at the forefront of a complex and vastly changing retail industry, it is an exciting time to join the Canadian Tire family of companies.    We are the financial services division of one of Canada’s most trusted and recognized retailers in the country. It is our mandate to continue to create innovative financial solutions that our customers love. Our growing suite of products and services are a testament to the dynamic contributions of our employees and our continued focus on innovation. Our success is driven by a strong vision, loyal customers, and our ability to build teams that are reflective of the diverse customers and communities where we work and live.            We are looking for individuals who are:           Canadian Tire and its family of companies are boldly shaping retail in Canada and we continue to deliver a positive experience for our customers. As one of the most trusted brands in Canada, our employees take pride in the work we do across the country. It’s more than the iconic triangle that keeps our employees around. From benefits and perks, to learning and development opportunities, to our commitment to Jumpstart – these are some of the many reasons why Canadian Tire Corporation is one of Canada’s Top Employers .  To learn more about this team and the Canadian Tire family of companies follow us on LinkedIn .  Canadian Tire is an equal opportunity employer. We are committed to a diverse and inclusive workplace for all. We recognize that our future success depends on the perspectives and contributions of all our employees -- their diverse backgrounds, abilities and experiences make our business stronger. If you are contacted for a job opportunity, please advise us of any accommodations needed to ensure fair and equitable access throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience.  Ontario-Oakville  Permanent  Full-time    Nov 17, 2020, 10:50:51 PM"
525,Business Analyst - SaaS product,"Toronto, Ontario, Canada","*This role can be fully remote*  We are currently recruiting for a Business Analyst for one of our growing start-up SaaS clients. Are you a natural problem solver? Do you enjoy looking at the data and finding things others cannot? Do you want to work on a medical/pharma product that is already fully funded for its full development cycle? If you want to be part of this successful enterprise, keep reading!  You will have the unique ability and proven history of creating solutions that can be successfully implemented by understanding both the business as well as the market drivers. You will have strong analytical skills and the ability to work with teams across the organization to document product requirements and specifications. You will get deep into the business, defining requirements, write user stories, create business cases, work with cross-functional professionals during all stages of development, and be comfortable doing presentations for senior management.    5+ years of experience  Experience in a start-up culture  Fluency in Russian or Ukrainian in order to liaise effectively with the off-shore dev team.  AWS, Java, REST, Spring  JSON Model"
526,Business Analyst (Contract),"Calgary, Alberta, Canada","As a Business Analyst, you have experience gathering and documenting product requirements. You have worked in a variety of systems environments and have at least a general understanding of the technology considerations. You are comfortable leading workshops, working meetings and presentations. You communicate in an empathetic, positive and friendly manner with a focus on clarifying business needs and customer service. Working with contractors, vendors and multiple processes and methodologies to manage requirements for all stakeholders."
527,Marketing Science Senior Analyst,"Toronto, Ontario, Canada","As a Marketing Science Senior Analyst, your curiosity never ends. The next question is always on your mind, helping you to understand how marketing science fits in the big picture of a project. You bring solid experience in leading marketing science deliverables across a broad range of initiatives, and focusing on at least two of the following areas: tracking and measurement, implementation, reporting, data visualization, testing and evaluation, data integration, or statistical modeling. You have experience using data analytics to recommend solutions to improve Digital marketing performance, enjoy collaborating with others, and are capable of directly communicating business insights to clients through logical, easy to understand stories."
528,Business Analyst,"Burnaby, British Columbia, Canada","Job Description Business Analyst  Position Description CGI in Canada Canadian roots, global reach  Founded in Canada in 1976, CGI has evolved into the country’s largest IT services provider, serving as a long-term, committed partner to clients in Canada and in more than 40 countries around the world. With more than 12,000 professionals across Canada, we work where our clients do business, providing local responsiveness and accountability that ensure the highest level of service and support.  The financial industry is in the midst of dramatic change and credit unions are challenged with finding faster, more innovative ways of providing solutions and services to their customers who have more alternatives than ever before. Digital transformation and digital services are disrupting traditional financial institutions, instead offering businesses and households access to services that are customized specifically to personalized needs and wants of the end consumer. Omni-channel experience, mobile self-service, predictive analytics, data governance, robotic process automation, FinTech partnerships, and open banking requirements have turned the banking industry on its head. Staying relevant is key while customer retention and growth has never been more challenging. Our clients are turning to CGI to help them remodel their operations and assist in navigating through the massive digital transformational changes required to remain competitive.  CGI is offering an exciting opportunity as a Banking Business Analyst . As a senior member of CGI’s national practice providing retail banking solutions and services to credit unions, you will be joining an experienced and dynamic team of global IT professionals serving our clients across Canada and the world.  If you are searching for a role that allows you to apply your business analyst skills and expertise in the dynamic world of financial services with collaborative clients and a dedicated, enthusiastic team, this would be a great opportunity for you!  Your future duties and responsibilities    As the Banking Business Analyst, you will work with a passionate team of IT professionals and progressive clients to interpret business needs and translate business cases into manageable requirements. Your keen working knowledge of business analysis processes, tools and techniques, your exposure to retail banking services, as well as your agile delivery experience, will be leveraged to aid in the design, development and implementation of our client focused, banking centric services.  Gather, define, refine, and document client business rules, requirements and functional specifications Provide subject matter expertise from a business analysis and financial services perspective Perform development and support tasks across traditional, iterative, and agile projects Maintain functional and business requirements documents updated throughout the project life cycle Develop and execute test cases Provide analysis using such techniques as Process/Data Modeling, Gap Analysis and Use Case Analysis Act as the intermediary between business and systems teams, translating business objectives as well as functional and user requirements into business requirements documentation Support the project team through the design, development and testing phases, working closely with system design and development teams to ensure system design meets requirements as well as QA and UAT teams in providing feedback and assistance on test plans and test cases Provide regular updates and communicate issues to Project Managers and project teams Coordinate and conduct walkthroughs of business requirements documents    5+ years of experience as a Business Analyst in a project environment 2 to 5 years related experience in a banking environment, or a related financial services environment Experience with customer relationship management applications Experience with business process design/workflow Experience with the analysis and implementation of systems and tools Very good documentation experience Troubleshooting and product testing experience Working knowledge of MS Word, SQL Demonstrated knowledge of agile development principles Demonstrated knowledge of digital services, associated technologies and concepts, and industry trends Senior level consulting, communication and presentation skills Excellent relationship building and people skills    It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this change—supporting our clients’ digital journeys and offering our professionals exciting career opportunities.  At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.  Be part of building one of the largest independent technology and business services firms in the world.  Learn more about CGI at www.cgi.com.  No unsolicited agency referrals please.  CGI is an equal opportunity employer. In addition, CGI is committed to providing accommodations for people with disabilities in accordance with provincial legislation. Please let us know if you require a reasonable accommodation due to a disability during any aspect of the recruitment process and we will work with you to address your needs.  Business Analyst    a  Your future duties and responsibilities      Le secteur des technologies de l’information (TI) connaît une période extraordinaire. La transformation numérique des organisations continue de s’accélérer, et CGI est au premier plan de ce changement. Nous accompagnons nos clients dans leur démarche numérique et offrons à nos professionnels des opportunités de carrière stimulantes.  La réussite de CGI repose sur le talent et l’engagement de nos professionnels. Ensemble, nous relevons les défis et partageons les bénéfices issus de la croissance de notre entreprise. Cette approche renforce notre culture d’actionnaire-propriétaire ainsi, tous nos professionnels bénéficient de la valeur que nous créons collectivement.  Joignez-vous à nous pour prendre part à la croissance de l’une des plus importantes entreprises indépendantes de services en technologies de l’information (TI) et en gestion des processus d’affaires au monde.  Pour en savoir davantage à propos de CGI : www.cgi.com.  Les candidatures non sollicitées provenant de cabinets de recrutement ne seront pas retenues.  CGI favorise l’équité en matière d’emploi. De plus, CGI s’engage à offrir des accommodements aux personnes handicapées, conformément à la législation provinciale. Veuillez nous indiquer si vous vivez avec un handicap nécessitant la mise en place d’accommodements raisonnables dans le cadre de notre processus de recrutement, nous collaborerons avec vous pour répondre à vos besoins."
529,"Intern, Business Analyst Engineer (Summer 2021) - Location Flexible","Toronto, Ontario, Canada","Company Description Dropbox is now a Virtual First company, which means work outside of an office will be the primary experience for all employees. Being Virtual First also means the location of our employees is targeted but flexible. If “Location Flexible” is listed in the job title of a role, the role can be located in any of the states where Dropbox is authorized to do business.** Some roles (including those which do not have “Location Flexible” in the job title), however, may have to be co-located with their teams in certain locations. Please work with your recruiter and your hiring manager to understand any location constraints of a particular role and to communicate your location preferences.  **Dropbox is authorized to do business in many, but not all, states. If you are not located in or able to work from a state where Dropbox is registered, you will not be eligible for employment. Please speak with your recruiter to learn more about where Dropbox is registered.   Dropbox is one place to keep life organized and keep work moving. With more than 600 million registered users across 180 countries, we’re on a mission to design a more enlightened way of working. Dropbox is headquartered in San Francisco, CA, and has offices around the world. For more information on our mission and products, visit dropbox.com.         The Information Technology and Services team builds scalable technology solutions that have broad impact for our growing teams around the world. As a Developer Analyst Intern on the Business Intelligence team, you will have the opportunity to implement software and analytics solutions to improve the analytics capabilities for the community in addition to delivering actionable insights through metrics. Interns will be provided with mentorship and feedback throughout their internship and may be considered for a full-time offer upon graduation pending business need and performance."
530,Network Analyst,"Oakville, Ontario, Canada","Description  Our client a leading North American organization is currently recruiting for a Network Analyst to join their fast-paced IT department. The Network Analyst will be responsible for planning, directing, and coordinating the design, installation, and connectivity of IT infrastructure components and systems to ensure stable operation of the IT assets relating to the data, and voice services. The Network Analyst will be developing, configuring, maintaining, supporting, and optimizing all new and existing hardware, software and communication services. The successful candidate will direct the activities of large projects to enhance the communications infrastructure within the organization. If you meet ALL of the above requirements, please email your CV in confidence to john.paul.baragwanath@rht.com stating ""Network Analyst"" in the subject line.    Our client currently recruiting for a Network Analyst to join their fast paced IT department. Requirements"
531,Business Analyst (Intermediate),"Calgary, Alberta, Canada","Airswift is seeking a Business Analyst to work on a 6-months contract in Calgary, AB for a major North American energy company.  The successful candidate will participate in reviewing and reconciling volumes through the Liquids Pipeline system. They'll be working within an integrated team and accountabilities will include monitoring the activity of select assets and generating reporting to support business needs and meet regulatory reporting requirements. They'll also be liaising with Field Operations, Accounting, Scheduling, Engineering and Information Services."
532,Business Analyst (Finance),"Calgary, Alberta, Canada",Kelly is looking for a Business Analyst for a 6-months contract opportunity with one of our major Oil and Gas Clients in Calgary.  Core Responsibilities
533,Market Data Engineer,"Montreal, Quebec, Canada","We are looking for a Market Data Engineer to join our great client's team in Montreal/Canada.  ********************* Please, before applying, read carfeully the JD below and note that this is not a data analyst position, but a MARKET DATA analyst position. Means you need experience in Finance and with Market Data vendor like Bloomberg, Reuters etc."
534,Sr. Advisor Data Analysis- Internal Audit,"Dorval, Quebec, Canada","BOMBARDIER  At Bombardier, our employees work together to evolve mobility worldwide - one good idea at a time. If you have a good idea, we’ll provide the environment where it will thrive and grow into a great product or customer experience. Your ideas are our fuel.  In your role, you will            As our ideal candidate,                      Whether your candidacy is moving on to the next step of the hiring process or not, we will keep you informed by email or by phone.  .   Audit   CA-QC-Montreal Dorval   Aerospace   Full-time   Regular   18.10.2020, 1 53 59 AM   Ongoing"
535,Technical Analyst Business Analyst,"Edmonton, Alberta, Canada","Technical Analyst - Business Analyst Edmonton, AB, Canada 2 + Months  Project Overview The Office of the Child and Youth Advocate has commissioned the development of a new information system for tracking the cases relevant to the advocacy program. The current case management application was originally developed in 2005 and is struggling to meet the evolving business needs. A new set of business requirements and workflows needs to be documented to support the subsequent development project.    Responsible for taking business requirements and translating them into technical requirements and solutions."
536,"Senior Analyst, Global Asset Liability Management ","Winnipeg, Manitoba, Canada","Job Description  We are Canada Life  Being a part of Canada Life means you have a voice. This is a place where your unique background, perspectives and talents are valued, and shape our future success.  You can be your best here. You’re part of a diverse and inclusive workplace where your career and well-being are championed. You’ll have the opportunity to excel in your way, finding new and better ways to deliver exceptional customer and advisor experiences.  Together, as part of a great team, you’ll deliver on our shared purpose to improve the well-being of Canadians. It’s our driving force. Become part of a strong and successful company that’s trusted by millions of Canadians to do the right thing.    Be your best at Canada Life.  We are looking for a  The Global ALM team was formed as part of a strategic review of Global Investment Management and ALM capabilities. This role is a key member of that team.  This role will also involve the cultivation and maintenance of strong working relationships in each of several LifeCo divisions.         Canada Life serves the financial security needs of more than 13 million people across Canada, with additional operations in Europe and the United States. As members of the Power Financial Corporation group of companies, we’re one of Canada’s leading insurers with interests in life insurance, health insurance, investment and retirement savings. We offer a broad portfolio of financial and benefit plan solutions for individuals, families, businesses and organizations.    We are committed to providing an inclusive, accessible environment, where all employees and customers feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of the communities in which we live, and to creating an environment where every employee  has the opportunity to  reach their potential.          Apply for this job online Apply  Share  Refer this job to a friend Refer  Sorry the Share function is not working properly at this moment. Please refresh the page and try again later.  Share on your newsfeed"
537,Supply Chain Coordinator,"Cambridge, Ontario, Canada","Location: 1105 Fountain Street North, Cambridge, Ontario, N3H 4R7 The decision to join a company is a big one. We have opportunities for hard working, energetic and reliable people just like you.      The Supply Chain Coordinator is responsible to work with Supply Chain and Procurement colleagues to manage and maintain the integrity of data to support accurate purchase orders. The principle requirement of the Supply Chain Coordinator is to coordinate the flow of product, ensuring the integrity and accuracy of data through the life cycle of Purchase Orders from creation to border crossing.    The central job responsibilities for a Supply Chain Coordinator are:        At Loblaw, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections.  If that sounds like you, and you are open-minded, responsive to change and up to the challenges provided in a fast-paced retail environment, apply today.  In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us.    Full time    Regular    Loblaw recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired."
538,Research Coordinator Women's Health Research Institute BC Women's Hospital,"Vancouver, British Columbia, Canada","Research Coordinator Women's Health Research Institute BC Women's Hospital  Research Coordinator Children's & Women's Health Centre, Vancouver             Every PHSA employee enables the best possible patient care for our patients and their families. Whether you are providing direct care, conducting research, or making it possible for others to do their work, you impact the lives of British Columbians today and in the future. That’s why we’re focused on your care too – offering health, wellness, development programs to support you – at work and at home.  Temporary Part-Time (0.80 FTE) (To 12/07/2021) Vancouver 0830-1630 100836    BC Women's Hospital + Health Centre (BCW) bcwomens.ca, part of the Provincial Health Services Authority (PHSA), is dedicated to improving the health of women, newborns and families through a comprehensive range of services, research and education.  Provincial Health Services Authority (  PHSA is committed to employment equity and hires on the basis of merit, encouraging all qualified individuals to apply. We recognize that our ability to provide the best care for our diverse patient populations relies on a rich diversity of skills, knowledge, backgrounds and experiences, and value a safe, inclusive and welcoming environment."
539,FINANCIAL SYSTEMS BUSINESS ANALYST,"Yorkton, Saskatchewan, Canada","RHA Job Number:GO-00612026  Number of Vacancies:1  Profession:Human Resources, Finance and Communications  Management:No  Employer:SHA (Sunrise)  Community:Yorkton  Hours to International Airport:2.0  Community Website:http://yorkton.ca/  Facility Name:ADMINISTRATION - SHR  Department:FINANCE  Employment Type:Permanent  Employment Term:Part Time  Posting Date:November 18, 2020  Closing Date:November 25, 2020 21:30  Hours of Work:Shift Information: Days 180.00 hours per 6 week rotation: 30 shifts of 6.00 hours  Rate of Pay:Pay Band 16 $34.750 to $37.220 (3 step range)  Union Name:CUPE    Develops, certifies, implements, maintains, supports and performs related processes for all financial information systems modules including the integration of new information technology systems relating to ongoing service goals of the Finance Department.         Previous: Forty-eight (48) months previous discipline-related experience as a Finance Officer to consolidate knowledge and skills required to provide financial services, including twenty-four (24) months user-experience working with the Financial Information System and related modules.     Additional Information  External applicants must upload the following additional documents when applying for this job: If you have more than one required additional document, place them into (preferably Microsoft Word or PDF) and upload under Additional Document on the Apply screen.    Geographic Location: TBD Expected Start Date: December 14, 2020 FTE®: 0.80  Working in Canada  Candidates are required to be legally entitled to work in Canada to apply on this position.  Direct Inquiries To  PLEASE APPLY VIA THE HEALTH CAREERS IN SASK WEBSITE BY CLICKING ""APPLY"". ATTACHMENT TOTALS SHOULD BE NO LARGER THAN 10 MB."
540,Business Analyst,"Halifax, Nova Scotia, Canada","This is your opportunity to join AXIS Capital a trusted global provider of specialty lines insurance and reinsurance. We stand apart for our outstanding client service, intelligent risk taking and superior risk adjusted returns for our shareholders. We also proudly maintain an entrepreneurial, disciplined and ethical corporate culture. As a member of AXIS, you join a team that is among the best in the industry.  The Business Analyst is responsible for the delivery of business capabilities utilizing the software development lifecycle (SDLC) in a specified domain for application enhancements and/or elements of a broader initiative as a member of a larger project team. This role is specialized for the business functions it supports and the technology it employs but is not yet a SME in either. This role will be accountable for: the interface with the business to understand requirements and process, the translation of those requirements into a solution, the development and testing of that solution, and the transition of that solution into production. They will be expected to independently deliver application enhancements for existing systems and to effectively participate on a team on larger projects."
541,"Senior Analyst, Sales Force Analytics & Sales Practices","Toronto, Ontario, Canada","Address  55 Bloor Street West  Job Family Group  Data Analytics & Reporting Consults on analytical solutions to understand, analyze, and synthesize requirements, goals and objectives relative to data and business intelligence needs and to enable high-quality, fact-based business decisions to drive better business outcomes. Provides advice on the configuration, functionality, applicability, and usability of data management, data analytics, and data visualization technology solutions. Supports the development of the strategy and roadmap for data quality and data analytics, data modeling, reporting, business intelligence, and the design and development of sophisticated decision support tools.     At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.  As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one for yourself and our customers. Well support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, well help you gain valuable experience, and broaden your skillset.  To find out more visit us at www.jobs.bmo.ca/ca/en .  BMO is committed to an inclusive, equitable and accessible workplace. By learning from each others differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter."
542,Data Analyst - Informatics And Systems,"Brampton, Ontario, Canada","Job requirements  Languages  English  Education  Bachelor's degree    2 years to less than 3 years Specific SkillsStore, update and retrieve financial data; Promote financial products and services; Balance daily transactions; Answer enquiries and resolve problems or discrepancies concerning customers' accounts Management Systems (erp or db)MS AccessBusiness Equipment and Computer ApplicationsMS Excel; MS PowerPoint; MS Word; MS OutlookWork Conditions and Physical CapabilitiesFast-paced environment; Attention to detailComputer and Technology KnowledgeMS Windows; InternetPersonal SuitabilityEffective interpersonal skills; Flexibility; Accurate; Team player; Excellent oral communication; Excellent written communication; Client focus; Judgement; Organized"
543,Data Analyst - Informatics And Systems,"Mississauga, Ontario, Canada","Job requirements  Languages  English  Education  Bachelor's degree    2 years to less than 3 years Specific SkillsStore, update and retrieve financial data; Promote financial products and services; Balance daily transactions; Answer enquiries and resolve problems or discrepancies concerning customers' accounts Management Systems (erp or db)MS AccessBusiness Equipment and Computer ApplicationsMS Excel; MS PowerPoint; MS Word; MS OutlookWork Conditions and Physical CapabilitiesFast-paced environment; Attention to detailComputer and Technology KnowledgeMS Windows; InternetPersonal SuitabilityEffective interpersonal skills; Flexibility; Accurate; Team player; Excellent oral communication; Excellent written communication; Client focus; Judgement; Organized"
544,Data Analyst - Informatics And Systems,"Hamilton, Ontario, Canada","Job requirements  Languages  English  Education  Bachelor's degree    2 years to less than 3 years Specific SkillsStore, update and retrieve financial data; Promote financial products and services; Balance daily transactions; Answer enquiries and resolve problems or discrepancies concerning customers' accounts Management Systems (erp or db)MS AccessBusiness Equipment and Computer ApplicationsMS Excel; MS PowerPoint; MS Word; MS OutlookWork Conditions and Physical CapabilitiesFast-paced environment; Attention to detailComputer and Technology KnowledgeMS Windows; InternetPersonal SuitabilityEffective interpersonal skills; Flexibility; Accurate; Team player; Excellent oral communication; Excellent written communication; Client focus; Judgement; Organized"
545,Data Analyst - Informatics And Systems,"Cambridge, Ontario, Canada","Job requirements  Languages  English  Education  Bachelor's degree    2 years to less than 3 years Specific SkillsStore, update and retrieve financial data; Promote financial products and services; Balance daily transactions; Answer enquiries and resolve problems or discrepancies concerning customers' accounts Management Systems (erp or db)MS AccessBusiness Equipment and Computer ApplicationsMS Excel; MS PowerPoint; MS Word; MS OutlookWork Conditions and Physical CapabilitiesFast-paced environment; Attention to detailComputer and Technology KnowledgeMS Windows; InternetPersonal SuitabilityEffective interpersonal skills; Flexibility; Accurate; Team player; Excellent oral communication; Excellent written communication; Client focus; Judgement; Organized"
546,Data Analyst - Informatics And Systems,"Waterloo, Ontario, Canada","Job requirements  Languages  English  Education  Bachelor's degree    2 years to less than 3 years Specific SkillsStore, update and retrieve financial data; Promote financial products and services; Balance daily transactions; Answer enquiries and resolve problems or discrepancies concerning customers' accounts Management Systems (erp or db)MS AccessBusiness Equipment and Computer ApplicationsMS Excel; MS PowerPoint; MS Word; MS OutlookWork Conditions and Physical CapabilitiesFast-paced environment; Attention to detailComputer and Technology KnowledgeMS Windows; InternetPersonal SuitabilityEffective interpersonal skills; Flexibility; Accurate; Team player; Excellent oral communication; Excellent written communication; Client focus; Judgement; Organized"
547,Data Analyst - Informatics And Systems,"Kitchener, Ontario, Canada","Job requirements  Languages  English  Education  Bachelor's degree    2 years to less than 3 years Specific SkillsStore, update and retrieve financial data; Promote financial products and services; Balance daily transactions; Answer enquiries and resolve problems or discrepancies concerning customers' accounts Management Systems (erp or db)MS AccessBusiness Equipment and Computer ApplicationsMS Excel; MS PowerPoint; MS Word; MS OutlookWork Conditions and Physical CapabilitiesFast-paced environment; Attention to detailComputer and Technology KnowledgeMS Windows; InternetPersonal SuitabilityEffective interpersonal skills; Flexibility; Accurate; Team player; Excellent oral communication; Excellent written communication; Client focus; Judgement; Organized"
548,Apps Support Senior Analyst (AVP),"Mississauga, Ontario, Canada","About Citi  Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. Our core activities are safeguarding assets, lending money, making payments and accessing the capital markets on behalf of our clients.  Citi’s Mission and Value Proposition explains what we do and Citi Leadership Standards explain how we do it. Our mission is to serve as a trusted partner to our clients by responsibly providing financial services that enable growth and economic progress. We strive to earn and maintain our clients’ and the public’s trust by constantly adhering to the highest ethical standards and making a positive impact on the communities we serve. Our Leadership Standards is a common set of skills and expected behaviors that illustrate how our employees should work every day to be successful and strengthens our ability to execute against our strategic priorities.  Diversity is a key business imperative and a source of strength at Citi. We serve clients from every walk of life, every background and every origin. Our goal is to have our workforce reflect this same diversity at all levels. Citi has made it a priority to foster a culture where the best people want to work, where individuals are promoted based on merit, where we value and demand respect for others and where opportunities to develop are widely available to all.  Citi’s Institutional Clients Group (ICG) is comprised of diverse, talented professionals globally located in more than 100 countries and territories, collectively representing an unparalleled international network of financial skills and capabilities serving targeted clients. Our clients are top corporations, financial institutions and governments in countries around the world and our mission is to help them achieve their goals. We do so by providing strategic, financing and operational insights and executing tailored product/service solutions, both across our borders and domestically. The ICG responds to clients' changing needs through its long-established relationship coverage approach that provides client solutions utilizing all of Citi's relevant capabilities, including the broadest possible access to financial markets globally. No other institution can match our combination of global insights, client relationship management services, geographic reach and local and cross-border product expertise.  The ICG technology is organized into Markets and Securities Services (MSST), Treasury and Trade Solutions (TTS), Citi Private Bank (CPB) and Information Services Group (ISG). The ISG group is seeking a passionate technologist to join our Issuer Technology Production support team.  Key Responsibilities  :  The Application Support Senior Analyst (AVP) provides technical and business support for users of Citi Applications. This includes providing quick resolutions to app issues, driving stability, efficiency and effectiveness improvements to help us and the business succeed.  Start of day checks, continuous monitoring, and regional handover.  Managing, maintaining and supporting applications and their operating environments, focusing on stability, quality and functionality against service level expectations.  To develop, maintain and enhance monitoring solutions, which will require scripting knowledge to create advanced monitoring solutions.  To monitor and maintain platform stability during all business hours.  Manage the relationship with development, business, operations and infrastructure teams.  Create and maintain a knowledge base to ensure that knowledge transfer takes place within the team  Develop and maintain technical support documentation.  Formulates and defines scope and objectives for complex application enhancements and problem resolution  Partners with appropriate development and production support areas to prioritize bug fixes and support tooling requirements.  Participate in application releases, from development, testing and deployment into production.  Engages in post implementation analysis to ensure successful system design and functionality.  Reviews and develops application contingency planning to ensure availability to users.  Acts as advisor or coach to new or lower level analysts.  Acts as SME to senior stakeholders and /or other team members  Perform disaster recovery testing  Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.  Development Value  :  The role presents an excellent opportunity for the successful candidate to develop a broad range of technical and soft skills, as well as the ability to develop a thorough understanding of the Issuer Services business.  You will gain significant experience of the advanced technologies used to run our business regionally and globally, giving you the vast exposure to new and existing methodologies and systems.    :  5-8 years of experience in an Application Support role.  Experience supporting systems with all of the following: AIX, MQ, ORACLE, OraaS Database, Java, SQL, NDM and WebSphere.  Advance level skills on Unix and SQL.  Experience with some programming languages and willingness/ability to learn.  Effective written and verbal communications including ability to explain technical issues in simple terms that non-IT staff can understand.  Demonstrated analytical skills  Understanding of incident & problem management methodologies  Ability to work under high extreme pressure  Provide on-call & weekend support as per the ROTA schedule  Ability to learn new skills quickly with little supervision  Scripting Skills  Ability to understand complex application flows  Scheduling tools such as Autosys  Nice to have skills  :  Experience in supporting mainframe systems  Knowledge on Geneos ITRS monitoring & ECS  AppDynamics.  Power Bi  Education  :  Bachelor’s/University degree or equivalent experience  Citi Canada is an equal opportunity employer. Accordingly, we will make accommodations to respond to the needs of people with disabilities (including, without limitation, physical and mental health disabilities) during the recruitment process and otherwise in accordance with law. Individuals who view themselves as Aboriginals, members of visible minority or racialized communities, and people with disabilities are encouraged to apply.    Technology    Applications Support    Citi is an equal opportunity and affirmative action employer.  Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.  Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review  Accessibility at Citi  View the ""  EEO is the Law  "" poster. View the  EEO is the Law Supplement  View the  EEO Policy Statement  View the  Pay Transparency Posting"
549,Business Analyst - Customer Experience,"Toronto, Ontario, Canada","Role  To support our continued growth and provide excellence in customer service and satisfaction, Reliance Home Comfort is looking for a high energy and results focused individual for the following role        The Customer Experience Team is responsible for the continuous improvement, development and reporting of our customer experiences. As part of this team you will assist in advocating for the voice of the customer, by communicating results and identifying gaps within the customer journey, through vetting current processes and leveraging business tools to provide value added analysis to assist Operations and Marketing in improving customer satisfaction, while driving growth and company efficiencies.    The Business Analyst, Customer Experience will be responsible for providing business analysis, insights and subsequent recommendations to product and senior management. This includes scheduled and ad hoc reporting to the business as well as communicating NPS results to front line and senior management to monitor/enhance customer experiences.      Please note that this position requires a Criminal Background Check be completed for potential candidates. This check must be satisfactor y in order for an employment offer to be extended unconditionally.  Reliance Home Comfort is an equal opportunity employer. We welcome and encourage applications from candidates of all backgrounds including minorities and those with disabilities. Accommodations are available on request for candidates taking part in all aspects of the selection process.  Apply Now"
550,Data Analyst II,"Calgary, Alberta, Canada","Description  As a member of Unify SCM Data Team, the data analyst will work closely with Unify SCM Function Team, SCM Business Users and other Unify Data Streams. The Data Analyst serves as technical expert on Procurement to Payment, Material Management and Logistics and SCM Master Data. You are comfortable working directly with the project team or the business on SCM Conversion on data preparation and validation. You will identify areas for data improvements while effectively using techniques and technology to help optimize them. You will also promote standardization of common business practices.  Note: The final level of this role will be determined by the experience and qualifications of the successful candidate."
551,"Intermediate (4+ Years) Supply Chain Data Analyst to support P2P, Material Management and Logistics data analysis","Calgary, Alberta, Canada","Description  Our client is seeking an Intermediate (4+ Years) Supply Chain Data Analyst to support P2P, Material Management and Logistics data analysis.          Business Analysis, skill - Data Analysis 2 - 4 years    Must-have: Familiarity with supply chain processes (e.g. P2P, inventory planning, warehouse management)  Must-have: Experience in data mining, analysis and reporting"
